index_id,year,quarter,year_quarter_label,period_start_date,is_pandemic_period,generative_ai_era,country_id,country_code,country_name,region,development_tier,gdp_per_capita_usd,digital_infrastructure_score,ai_policy_maturity,internet_penetration_pct,stem_graduates_per_100k,industry_id,industry_name,industry_sector,automation_susceptibility,avg_ai_investment_pct_revenue,ai_adoption_stage,global_workforce_millions,primary_ai_use_case,skill_category_id,skill_category_name,skill_category_code,ai_replaceability_score,ai_augmentation_potential,median_reskilling_duration_months,typical_education_level,global_worker_share_pct,ai_adoption_rate,productivity_impact_score,displacement_risk_index,jobs_displaced_count,jobs_created_count,reskilling_investment_usd,avg_wage_change_pct,ai_tool_usage_hours_per_week,workforce_size,data_confidence_score,net_jobs_change,job_creation_displacement_ratio,reskilling_spend_per_displaced_job
123,2021,2,2021-Q2,2021-04-01,t,f,3,DE,Germany,Europe,Developed,42266884.66,87.3,Developing,88.7,2364.0,24,Public Health,Healthcare,95.0,2.09,Scaling,24.8,Epidemiological modelling,4,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,39.61,6.01,0.77,38,28,50732.41,7.8,0.0,15419,0.718,-10,0.73684210526315789474,1335.0634210526315789
124,2022,1,2022-Q1,2022-01-01,t,f,20,IT,Italy,Europe,Developed,16666483.59,62.1,Established,78.0,2000.0,12,Telecommunications,Technology,32.9,1.74,Mature,97.4,Network optimisation & customer service bots,4,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,24.85,4.98,4.33,1654,823,203147.86,1.7,0.0,41317,0.803,-831,0.49758162031438935913,122.8221644498186215
125,2022,3,2022-Q3,2022-07-01,f,f,19,ES,Spain,Europe,Developed,38799166.51,76.8,Developing,83.8,1760.0,15,Hospitality & Tourism,Consumer,38.1,1.48,Scaling,24.8,Dynamic pricing & guest personalisation,5,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,32.96,5.7,8.88,2001,1574,62506.0,2.62,5.5,23071,0.847,-427,0.78660669665167416292,31.2373813093453273
126,2023,2,2023-Q2,2023-04-01,f,t,29,CH,Switzerland,Europe,Developed,35093239.12,66.1,Developing,66.7,1934.0,3,Healthcare,Healthcare,45.0,1.5,Piloting,22.9,Diagnostic imaging & drug discovery,3,Creative & Design,CRE-DES,39.6,74.0,9.7,Bachelor's degree or portfolio-based,11.0,27.93,4.11,2.31,898,501,90893.04,4.79,3.5,111734,0.663,-397,0.55790645879732739421,101.2171937639198218
127,2023,4,2023-Q4,2023-10-01,f,t,4,FR,France,Europe,Developed,21084279.93,82.4,Established,78.4,2239.0,15,Hospitality & Tourism,Consumer,38.1,1.48,Scaling,24.8,Dynamic pricing & guest personalisation,3,Creative & Design,CRE-DES,39.6,74.0,9.7,Bachelor's degree or portfolio-based,11.0,27.59,4.46,2.31,2551,2157,499505.98,,0.5,173059,0.88,-394,0.84555076440611524892,195.8079106232849863
128,2021,4,2021-Q4,2021-10-01,t,f,23,VN,Vietnam,Asia-Pacific,Emerging,9640897.23,54.9,Established,56.1,377.0,11,Construction,Industrial,89.5,2.48,Piloting,38.7,Site safety monitoring & design automation,3,Creative & Design,CRE-DES,39.6,74.0,9.7,Bachelor's degree or portfolio-based,11.0,22.69,5.6,5.16,1127,741,1555778.19,2.55,0.0,66787,0.755,-386,0.65749778172138420586,1380.4597959183673469
129,2022,2,2022-Q2,2022-04-01,f,f,26,EG,Egypt,Middle East,Emerging,9346417.78,69.6,Advanced,50.1,780.0,9,Energy & Utilities,Industrial,46.8,4.73,Scaling,80.3,Grid optimisation & demand forecasting,8,Manual Skilled Trades,TRD-SKL,79.6,66.9,4.9,Apprenticeship or vocational certification,7.2,25.69,6.95,2.34,122,57,8837.82,0.69,2.5,10949,0.87,-65,0.46721311475409836066,72.4411475409836066
130,2023,2,2023-Q2,2023-04-01,f,t,1,US,United States,North America,Developed,33586746.94,65.5,Nascent,95.5,2270.0,10,Agriculture,Primary,58.7,1.47,Exploring,15.9,Crop monitoring & yield prediction,3,Creative & Design,CRE-DES,39.6,74.0,9.7,Bachelor's degree or portfolio-based,11.0,53.13,4.91,3.29,688,344,275822.14,5.91,11.0,61401,0.891,-344,0.50000000000000000000,400.9042732558139535
131,2023,4,2023-Q4,2023-10-01,f,t,1,US,United States,North America,Developed,33586746.94,65.5,Nascent,95.5,2270.0,13,Government & Public Sector,Public Services,54.9,2.5,Exploring,74.0,Citizen service automation,1,Cognitive & Analytical,COG-ANL,20.9,93.1,19.6,Bachelor's degree or higher,6.9,17.2,5.69,2.66,954,771,133865.1,2.18,8.5,40263,0.867,-183,0.80817610062893081761,140.3198113207547170
132,2023,4,2023-Q4,2023-10-01,f,t,27,SA,Saudi Arabia,Middle East,Emerging,6933195.37,35.5,Advanced,68.4,989.0,9,Energy & Utilities,Industrial,46.8,4.73,Scaling,80.3,Grid optimisation & demand forecasting,6,Administrative & Clerical,ADM-CLR,48.4,66.3,8.2,Secondary education or diploma,13.0,25.07,3.41,4.12,590,238,488057.46,-2.13,1.6,32590,0.915,-352,0.40338983050847457627,827.2160338983050847
133,2021,1,2021-Q1,2021-01-01,t,f,19,ES,Spain,Europe,Developed,38799166.51,76.8,Developing,83.8,1760.0,2,Financial Services,Finance,53.9,6.58,Exploring,61.4,Fraud detection & algorithmic trading,8,Manual Skilled Trades,TRD-SKL,79.6,66.9,4.9,Apprenticeship or vocational certification,7.2,34.32,3.43,4.03,2107,1064,21222.44,2.99,3.4,81648,0.991,-1043,0.50498338870431893688,10.0723493118177504
134,2021,3,2021-Q3,2021-07-01,t,f,12,MX,Mexico,Latin America,Emerging,6275753.65,48.7,Developing,76.9,667.0,10,Agriculture,Primary,58.7,1.47,Exploring,15.9,Crop monitoring & yield prediction,1,Cognitive & Analytical,COG-ANL,20.9,93.1,19.6,Bachelor's degree or higher,6.9,24.69,7.08,5.42,984,829,169613.67,-3.41,4.7,28081,0.999,-155,0.84247967479674796748,172.3716158536585366
135,2023,2,2023-Q2,2023-04-01,f,t,4,FR,France,Europe,Developed,21084279.93,82.4,Established,78.4,2239.0,5,Retail & E-commerce,Consumer,73.6,3.3,Piloting,47.4,Demand forecasting & personalisation,2,Manual & Physical,MAN-PHY,36.9,66.1,14.9,Vocational / on-the-job training,7.9,10.22,7.97,4.23,2294,1146,158246.94,4.64,14.5,136752,0.822,-1148,0.49956408020924149956,68.9829729729729730
136,2022,1,2022-Q1,2022-01-01,t,f,16,AE,United Arab Emirates,Middle East,Developed,39190676.05,72.9,Developing,89.6,2113.0,19,Automotive,Industrial,50.5,3.07,Exploring,64.0,Autonomous driving & quality control,8,Manual Skilled Trades,TRD-SKL,79.6,66.9,4.9,Apprenticeship or vocational certification,7.2,34.31,7.36,9.35,499,108,52193.39,-2.51,0.0,14764,0.855,-391,0.21643286573146292585,104.5959719438877756
137,2024,4,2024-Q4,2024-10-01,f,t,1,US,United States,North America,Developed,33586746.94,65.5,Nascent,95.5,2270.0,13,Government & Public Sector,Public Services,54.9,2.5,Exploring,74.0,Citizen service automation,8,Manual Skilled Trades,TRD-SKL,79.6,66.9,4.9,Apprenticeship or vocational certification,7.2,41.66,7.15,4.76,8220,5471,158932.17,0.2,7.9,187688,0.873,-2749,0.66557177615571776156,19.3348138686131387
138,2022,1,2022-Q1,2022-01-01,t,f,21,PL,Poland,Europe,Emerging,6965571.8,67.6,Developing,58.4,1469.0,8,Media & Entertainment,Consumer,52.6,3.14,Scaling,176.9,Content recommendation & generation,7,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,0.5,6.53,0.0,0,0,30554.14,-5.49,3.4,211911,0.81,0,,
139,2023,4,2023-Q4,2023-10-01,f,t,9,CA,Canada,North America,Developed,40026686.31,84.5,Developing,81.3,1916.0,2,Financial Services,Finance,53.9,6.58,Exploring,61.4,Fraud detection & algorithmic trading,3,Creative & Design,CRE-DES,39.6,74.0,9.7,Bachelor's degree or portfolio-based,11.0,49.82,8.46,3.82,36,22,27980.4,0.71,4.1,3084,0.826,-14,0.61111111111111111111,777.2333333333333333
140,2024,3,2024-Q3,2024-07-01,f,t,21,PL,Poland,Europe,Emerging,6965571.8,67.6,Developing,58.4,1469.0,19,Automotive,Industrial,50.5,3.07,Exploring,64.0,Autonomous driving & quality control,4,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,21.41,1.13,4.5,1279,1090,759942.48,-2.99,5.3,53572,0.673,-189,0.85222830336200156372,594.1692572322126661
141,2021,2,2021-Q2,2021-04-01,t,f,30,IE,Ireland,Europe,Developed,25181304.06,70.7,Advanced,86.6,2333.0,14,Legal Services,Professional Services,56.8,3.75,Piloting,8.6,Contract review & legal research,2,Manual & Physical,MAN-PHY,36.9,66.1,14.9,Vocational / on-the-job training,7.9,29.04,3.3,3.72,433,359,4142.17,3.77,0.1,31642,0.853,-74,0.82909930715935334873,9.5662124711316397
142,2022,2,2022-Q2,2022-04-01,f,f,27,SA,Saudi Arabia,Middle East,Emerging,6933195.37,35.5,Advanced,68.4,989.0,15,Hospitality & Tourism,Consumer,38.1,1.48,Scaling,24.8,Dynamic pricing & guest personalisation,4,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,27.58,4.27,0.98,482,351,7714.84,4.68,0.0,81005,0.937,-131,0.72821576763485477178,16.0058921161825726
143,2023,2,2023-Q2,2023-04-01,f,t,15,SG,Singapore,Asia-Pacific,Developed,17849405.31,64.4,Developing,78.8,2049.0,11,Construction,Industrial,89.5,2.48,Piloting,38.7,Site safety monitoring & design automation,7,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,46.24,4.61,6.16,2674,1704,208726.56,-2.4,0.7,50889,0.989,-970,0.63724756918474195961,78.0578010471204188
144,2023,2,2023-Q2,2023-04-01,f,t,10,AU,Australia,Asia-Pacific,Developed,32450639.81,88.5,Nascent,90.2,2139.0,3,Healthcare,Healthcare,45.0,1.5,Piloting,22.9,Diagnostic imaging & drug discovery,4,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,14.16,2.62,6.42,8479,3705,219939.11,-8.97,0.0,185000,0.856,-4774,0.43696190588512796320,25.9392746786177615
145,2022,2,2022-Q2,2022-04-01,f,f,12,MX,Mexico,Latin America,Emerging,6275753.65,48.7,Developing,76.9,667.0,5,Retail & E-commerce,Consumer,73.6,3.3,Piloting,47.4,Demand forecasting & personalisation,2,Manual & Physical,MAN-PHY,36.9,66.1,14.9,Vocational / on-the-job training,7.9,9.92,5.47,7.84,246,189,112782.23,0.41,0.0,5845,0.613,-57,0.76829268292682926829,458.4643495934959350
146,2023,1,2023-Q1,2023-01-01,f,t,28,IL,Israel,Middle East,Developed,19806557.87,81.8,Developing,96.4,2798.0,23,Food & Beverage,Consumer,12.1,2.51,Mature,21.0,Quality control & supply chain forecasting,6,Administrative & Clerical,ADM-CLR,48.4,66.3,8.2,Secondary education or diploma,13.0,24.4,6.98,5.84,15611,10585,268244.9,5.19,4.6,826001,0.891,-5026,0.67804753058740631606,17.1830696303888284
147,2022,4,2022-Q4,2022-10-01,f,t,24,TH,Thailand,Asia-Pacific,Emerging,6556439.11,54.8,Established,62.2,1901.0,17,Insurance,Finance,64.8,2.13,Piloting,40.7,Underwriting & claims automation,8,Manual Skilled Trades,TRD-SKL,79.6,66.9,4.9,Apprenticeship or vocational certification,7.2,29.54,1.82,0.37,26,7,21045.79,-1.66,3.8,8012,0.709,-19,0.26923076923076923077,809.4534615384615385
148,2021,3,2021-Q3,2021-07-01,t,f,9,CA,Canada,North America,Developed,40026686.31,84.5,Developing,81.3,1916.0,23,Food & Beverage,Consumer,12.1,2.51,Mature,21.0,Quality control & supply chain forecasting,4,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,22.59,6.67,2.38,664,429,265878.31,0.24,8.9,37940,0.772,-235,0.64608433734939759036,400.4191415662650602
149,2023,1,2023-Q1,2023-01-01,f,t,25,PH,Philippines,Asia-Pacific,Emerging,5380846.61,54.2,Developing,64.2,1780.0,13,Government & Public Sector,Public Services,54.9,2.5,Exploring,74.0,Citizen service automation,3,Creative & Design,CRE-DES,39.6,74.0,9.7,Bachelor's degree or portfolio-based,11.0,49.87,8.26,4.2,1706,722,36658.88,6.41,14.2,96604,0.874,-984,0.42321219226260257913,21.4882063305978898
150,2022,1,2022-Q1,2022-01-01,t,f,30,IE,Ireland,Europe,Developed,25181304.06,70.7,Advanced,86.6,2333.0,1,Information Technology,Technology,51.8,1.62,Scaling,12.1,Predictive analytics & code generation,2,Manual & Physical,MAN-PHY,36.9,66.1,14.9,Vocational / on-the-job training,7.9,32.12,6.47,6.64,5975,3355,320243.6,0.12,0.4,109459,0.821,-2620,0.56150627615062761506,53.5972552301255230
151,2024,1,2024-Q1,2024-01-01,f,t,20,IT,Italy,Europe,Developed,16666483.59,62.1,Established,78.0,2000.0,14,Legal Services,Professional Services,56.8,3.75,Piloting,8.6,Contract review & legal research,6,Administrative & Clerical,ADM-CLR,48.4,66.3,8.2,Secondary education or diploma,13.0,58.1,6.61,0.78,196,55,200095.78,0.54,0.2,28048,0.9,-141,0.28061224489795918367,1020.8968367346938776
152,2021,3,2021-Q3,2021-07-01,t,f,27,SA,Saudi Arabia,Middle East,Emerging,6933195.37,35.5,Advanced,68.4,989.0,9,Energy & Utilities,Industrial,46.8,4.73,Scaling,80.3,Grid optimisation & demand forecasting,2,Manual & Physical,MAN-PHY,36.9,66.1,14.9,Vocational / on-the-job training,7.9,34.08,6.58,4.69,1534,440,31858.37,-2.39,0.0,43244,0.801,-1094,0.28683181225554106910,20.7681681877444589
153,2022,4,2022-Q4,2022-10-01,f,t,26,EG,Egypt,Middle East,Emerging,9346417.78,69.6,Advanced,50.1,780.0,17,Insurance,Finance,64.8,2.13,Piloting,40.7,Underwriting & claims automation,5,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,37.36,4.53,3.58,6791,4524,11127.3,1.01,5.0,410350,0.725,-2267,0.66617582093947872184,1.6385362980415255
154,2024,2,2024-Q2,2024-04-01,f,t,9,CA,Canada,North America,Developed,40026686.31,84.5,Developing,81.3,1916.0,5,Retail & E-commerce,Consumer,73.6,3.3,Piloting,47.4,Demand forecasting & personalisation,4,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,58.86,6.22,4.29,3528,3006,29027.56,2.41,8.0,178757,0.355,-522,0.85204081632653061224,8.2277664399092971
155,2024,3,2024-Q3,2024-07-01,f,t,18,NL,Netherlands,Europe,Developed,36126754.52,72.4,Established,88.1,2040.0,13,Government & Public Sector,Public Services,54.9,2.5,Exploring,74.0,Citizen service automation,7,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,36.97,6.26,2.57,130,100,27216.04,,6.2,11423,0.723,-30,0.76923076923076923077,209.3541538461538462
156,2024,1,2024-Q1,2024-01-01,f,t,11,KR,South Korea,Asia-Pacific,Developed,33377849.14,85.6,Developing,73.4,1640.0,19,Automotive,Industrial,50.5,3.07,Exploring,64.0,Autonomous driving & quality control,8,Manual Skilled Trades,TRD-SKL,79.6,66.9,4.9,Apprenticeship or vocational certification,7.2,46.74,3.83,8.52,4727,3409,33876.86,,7.5,63817,0.768,-1318,0.72117622170509837106,7.1666723080177703
157,2022,3,2022-Q3,2022-07-01,f,f,21,PL,Poland,Europe,Emerging,6965571.8,67.6,Developing,58.4,1469.0,10,Agriculture,Primary,58.7,1.47,Exploring,15.9,Crop monitoring & yield prediction,8,Manual Skilled Trades,TRD-SKL,79.6,66.9,4.9,Apprenticeship or vocational certification,7.2,34.51,3.71,2.21,221,133,11288.67,5.21,0.4,28687,0.876,-88,0.60180995475113122172,51.0799547511312217
158,2024,2,2024-Q2,2024-04-01,f,t,4,FR,France,Europe,Developed,21084279.93,82.4,Established,78.4,2239.0,12,Telecommunications,Technology,32.9,1.74,Mature,97.4,Network optimisation & customer service bots,7,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,61.2,4.13,2.83,2652,1612,80686.53,7.59,11.6,229768,0.759,-1040,0.60784313725490196078,30.4247850678733032
159,2024,3,2024-Q3,2024-07-01,f,t,12,MX,Mexico,Latin America,Emerging,6275753.65,48.7,Developing,76.9,667.0,10,Agriculture,Primary,58.7,1.47,Exploring,15.9,Crop monitoring & yield prediction,1,Cognitive & Analytical,COG-ANL,20.9,93.1,19.6,Bachelor's degree or higher,6.9,53.96,7.91,3.54,904,616,212188.9,1.1,3.1,28092,0.783,-288,0.68141592920353982301,234.7222345132743363
160,2023,3,2023-Q3,2023-07-01,f,t,11,KR,South Korea,Asia-Pacific,Developed,33377849.14,85.6,Developing,73.4,1640.0,5,Retail & E-commerce,Consumer,73.6,3.3,Piloting,47.4,Demand forecasting & personalisation,5,Technical & Digital,TEC-DIG,50.1,50.0,9.9,Bachelor's degree or certification,18.3,71.5,3.39,0.4,315,173,46087.93,2.71,3.2,170060,0.914,-142,0.54920634920634920635,146.3108888888888889
161,2023,4,2023-Q4,2023-10-01,f,t,13,ZA,South Africa,Africa,Emerging,4133385.53,48.0,Established,63.6,1393.0,5,Retail & E-commerce,Consumer,73.6,3.3,Piloting,47.4,Demand forecasting & personalisation,3,Creative & Design,CRE-DES,39.6,74.0,9.7,Bachelor's degree or portfolio-based,11.0,32.08,5.74,3.4,269,110,242408.92,7.96,4.9,26221,0.806,-159,0.40892193308550185874,901.1484014869888476
162,2021,2,2021-Q2,2021-04-01,t,f,3,DE,Germany,Europe,Developed,42266884.66,87.3,Developing,88.7,2364.0,15,Hospitality & Tourism,Consumer,38.1,1.48,Scaling,24.8,Dynamic pricing & guest personalisation,8,Manual Skilled Trades,TRD-SKL,79.6,66.9,4.9,Apprenticeship or vocational certification,7.2,24.36,7.97,3.76,3820,1315,118600.94,-6.4,1.7,119941,0.959,-2505,0.34424083769633507853,31.0473664921465969
163,2024,1,2024-Q1,2024-01-01,f,t,18,NL,Netherlands,Europe,Developed,36126754.52,72.4,Established,88.1,2040.0,23,Food & Beverage,Consumer,12.1,2.51,Mature,21.0,Quality control & supply chain forecasting,4,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,57.59,7.41,5.19,1699,1432,300851.92,-3.5,9.4,43250,0.888,-267,0.84284873454973513832,177.0758799293702178
164,2021,3,2021-Q3,2021-07-01,t,f,25,PH,Philippines,Asia-Pacific,Emerging,5380846.61,54.2,Developing,64.2,1780.0,25,Marketing & Advertising,Professional Services,19.8,1.31,Exploring,371.0,Ad targeting & content generation,3,Creative & Design,CRE-DES,39.6,74.0,9.7,Bachelor's degree or portfolio-based,11.0,16.41,5.4,5.61,1021,667,107777.28,2.02,3.1,33199,0.852,-354,0.65328109696376101861,105.5605093046033301
165,2023,4,2023-Q4,2023-10-01,f,t,10,AU,Australia,Asia-Pacific,Developed,32450639.81,88.5,Nascent,90.2,2139.0,6,Transportation & Logistics,Industrial,41.9,3.4,Piloting,36.3,Route optimisation & autonomous vehicles,7,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,29.8,4.76,2.39,626,158,21579.67,-4.36,12.5,29629,0.843,-468,0.25239616613418530351,34.4723162939297125
166,2024,4,2024-Q4,2024-10-01,f,t,23,VN,Vietnam,Asia-Pacific,Emerging,9640897.23,54.9,Established,56.1,377.0,20,Professional Services,Professional Services,56.8,3.05,Piloting,526.2,Document automation & research synthesis,3,Creative & Design,CRE-DES,39.6,74.0,9.7,Bachelor's degree or portfolio-based,11.0,57.49,3.79,5.5,346,148,446020.73,6.21,4.9,13388,0.918,-198,0.42774566473988439306,1289.0772543352601156
167,2023,1,2023-Q1,2023-01-01,f,t,14,NG,Nigeria,Africa,Emerging,11129326.1,47.8,Developing,57.4,1529.0,1,Information Technology,Technology,51.8,1.62,Scaling,12.1,Predictive analytics & code generation,4,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,39.59,7.66,1.8,707,477,306682.46,-1.63,0.8,78159,0.856,-230,0.67468175388967468175,433.7800000000000000
168,2021,4,2021-Q4,2021-10-01,t,f,16,AE,United Arab Emirates,Middle East,Developed,39190676.05,72.9,Developing,89.6,2113.0,19,Automotive,Industrial,50.5,3.07,Exploring,64.0,Autonomous driving & quality control,2,Manual & Physical,MAN-PHY,36.9,66.1,14.9,Vocational / on-the-job training,7.9,29.56,7.04,6.14,3339,2186,56622.76,13.36,4.4,72551,0.906,-1153,0.65468703204552261156,16.9579994010182689
169,2023,2,2023-Q2,2023-04-01,f,t,23,VN,Vietnam,Asia-Pacific,Emerging,9640897.23,54.9,Established,56.1,377.0,6,Transportation & Logistics,Industrial,41.9,3.4,Piloting,36.3,Route optimisation & autonomous vehicles,3,Creative & Design,CRE-DES,39.6,74.0,9.7,Bachelor's degree or portfolio-based,11.0,52.92,6.27,4.39,914,458,55032.08,8.16,6.1,36789,0.617,-456,0.50109409190371991247,60.2101531728665208
170,2022,3,2022-Q3,2022-07-01,f,f,1,US,United States,North America,Developed,33586746.94,65.5,Nascent,95.5,2270.0,12,Telecommunications,Technology,32.9,1.74,Mature,97.4,Network optimisation & customer service bots,8,Manual Skilled Trades,TRD-SKL,79.6,66.9,4.9,Apprenticeship or vocational certification,7.2,14.39,6.65,2.91,299,145,27543.37,-2.35,2.9,26594,0.868,-154,0.48494983277591973244,92.1182943143812709
171,2021,4,2021-Q4,2021-10-01,t,f,28,IL,Israel,Middle East,Developed,19806557.87,81.8,Developing,96.4,2798.0,3,Healthcare,Healthcare,45.0,1.5,Piloting,22.9,Diagnostic imaging & drug discovery,8,Manual Skilled Trades,TRD-SKL,79.6,66.9,4.9,Apprenticeship or vocational certification,7.2,12.9,4.66,3.13,474,125,272074.31,4.89,5.5,36630,0.605,-349,0.26371308016877637131,573.9964345991561181
172,2021,3,2021-Q3,2021-07-01,t,f,22,ID,Indonesia,Asia-Pacific,Emerging,7463837.54,40.6,Developing,58.6,1520.0,4,Manufacturing,Industrial,95.0,1.8,Piloting,116.1,Predictive maintenance & robotics,2,Manual & Physical,MAN-PHY,36.9,66.1,14.9,Vocational / on-the-job training,7.9,43.79,9.35,0.87,2283,2013,348588.48,-2.98,4.2,724120,0.788,-270,0.88173455978975032852,152.6887779237844941
173,2023,3,2023-Q3,2023-07-01,f,t,15,SG,Singapore,Asia-Pacific,Developed,17849405.31,64.4,Developing,78.8,2049.0,10,Agriculture,Primary,58.7,1.47,Exploring,15.9,Crop monitoring & yield prediction,6,Administrative & Clerical,ADM-CLR,48.4,66.3,8.2,Secondary education or diploma,13.0,53.34,6.66,5.66,734,223,44043.46,5.04,9.9,16358,0.637,-511,0.30381471389645776567,60.0047138964577657
174,2024,4,2024-Q4,2024-10-01,f,t,9,CA,Canada,North America,Developed,40026686.31,84.5,Developing,81.3,1916.0,18,Pharmaceuticals,Healthcare,65.8,5.31,Mature,47.5,Drug discovery & clinical trial matching,7,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,37.15,5.75,3.52,313,212,35652.65,15.27,2.7,12484,0.509,-101,0.67731629392971246006,113.9062300319488818
175,2022,4,2022-Q4,2022-10-01,f,t,28,IL,Israel,Middle East,Developed,19806557.87,81.8,Developing,96.4,2798.0,17,Insurance,Finance,64.8,2.13,Piloting,40.7,Underwriting & claims automation,7,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,28.51,3.35,0.41,169,60,49101.66,,7.9,41788,0.751,-109,0.35502958579881656805,290.5423668639053254
176,2021,3,2021-Q3,2021-07-01,t,f,20,IT,Italy,Europe,Developed,16666483.59,62.1,Established,78.0,2000.0,22,Mining & Resources,Primary,61.3,4.97,Scaling,28.3,Autonomous extraction & exploration,8,Manual Skilled Trades,TRD-SKL,79.6,66.9,4.9,Apprenticeship or vocational certification,7.2,25.16,5.78,3.41,444,137,87358.91,-1.48,0.2,24369,0.73,-307,0.30855855855855855856,196.7543018018018018
177,2022,1,2022-Q1,2022-01-01,t,f,11,KR,South Korea,Asia-Pacific,Developed,33377849.14,85.6,Developing,73.4,1640.0,9,Energy & Utilities,Industrial,46.8,4.73,Scaling,80.3,Grid optimisation & demand forecasting,7,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,0.5,7.54,3.13,270,229,101320.95,-3.9,,22232,0.794,-41,0.84814814814814814815,375.2627777777777778
178,2021,2,2021-Q2,2021-04-01,t,f,25,PH,Philippines,Asia-Pacific,Emerging,5380846.61,54.2,Developing,64.2,1780.0,7,Education,Public Services,29.4,2.96,Mature,226.1,Adaptive learning platforms,6,Administrative & Clerical,ADM-CLR,48.4,66.3,8.2,Secondary education or diploma,13.0,40.06,9.16,2.16,1604,500,18866.85,-1.4,,108508,0.836,-1104,0.31172069825436408978,11.7623753117206983
179,2021,4,2021-Q4,2021-10-01,t,f,25,PH,Philippines,Asia-Pacific,Emerging,5380846.61,54.2,Developing,64.2,1780.0,17,Insurance,Finance,64.8,2.13,Piloting,40.7,Underwriting & claims automation,2,Manual & Physical,MAN-PHY,36.9,66.1,14.9,Vocational / on-the-job training,7.9,30.18,7.86,6.31,436,314,626632.22,-0.31,0.0,14672,0.886,-122,0.72018348623853211009,1437.2298623853211009
180,2024,1,2024-Q1,2024-01-01,f,t,10,AU,Australia,Asia-Pacific,Developed,32450639.81,88.5,Nascent,90.2,2139.0,23,Food & Beverage,Consumer,12.1,2.51,Mature,21.0,Quality control & supply chain forecasting,4,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,60.4,6.34,5.65,3040,1302,67309.77,-9.82,0.0,147727,0.74,-1738,0.42828947368421052632,22.1413717105263158
181,2023,2,2023-Q2,2023-04-01,f,t,26,EG,Egypt,Middle East,Emerging,9346417.78,69.6,Advanced,50.1,780.0,22,Mining & Resources,Primary,61.3,4.97,Scaling,28.3,Autonomous extraction & exploration,1,Cognitive & Analytical,COG-ANL,20.9,93.1,19.6,Bachelor's degree or higher,6.9,37.62,6.11,2.73,472,419,40696.65,10.64,,37571,0.87,-53,0.88771186440677966102,86.2217161016949153
182,2022,4,2022-Q4,2022-10-01,f,t,21,PL,Poland,Europe,Emerging,6965571.8,67.6,Developing,58.4,1469.0,20,Professional Services,Professional Services,56.8,3.05,Piloting,526.2,Document automation & research synthesis,4,Social & Interpersonal,SOC-INT,42.1,35.3,7.0,Varies by role,11.7,27.02,5.25,2.98,15733,4220,76549.35,2.67,1.9,573547,0.582,-11513,0.26822602173774868112,4.8655278713532066
183,2022,4,2022-Q4,2022-10-01,f,t,7,IN,India,Asia-Pacific,Emerging,19085020.52,47.1,Developing,56.9,693.0,15,Hospitality & Tourism,Consumer,38.1,1.48,Scaling,24.8,Dynamic pricing & guest personalisation,7,Managerial & Strategic,MGT-STR,29.1,65.7,7.6,Bachelor's degree plus experience,24.0,60.78,5.38,8.98,1068,349,2043821.86,5.19,5.3,20282,0.671,-719,0.32677902621722846442,1913.6908801498127341
184,2022,2,2022-Q2,2022-04-01,f,f,1,US,United States,North America,Developed,33586746.94,65.5,Nascent,95.5,2270.0,23,Food & Beverage,Consumer,12.1,2.51,Mature,21.0,Quality control & supply chain forecasting,6,Administrative & Clerical,ADM-CLR,48.4,66.3,8.2,Secondary education or diploma,13.0,0.5,7.62,3.66,1225,810,57096.67,2.03,6.0,88217,0.643,-415,0.66122448979591836735,46.6095265306122449
